,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
1685,034220,KOSPI,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,정호영,http://www.lgdisplay.com,서울특별시
1686,001120,KOSPI,LG상사,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30,12월,윤춘성,http://www.lgicorp.com,서울특별시
1687,051900,KOSPI,LG생활건강,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,차 석 용,http://www.lgcare.com,서울특별시
1688,051905,KOSPI,LG생활건강우,,,,,,,
1689,003555,KOSPI,LG우,,,,,,,
1690,032640,KOSPI,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,http://www.uplus.co.kr,서울특별시
1691,011070,KOSPI,LG이노텍,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,정철동,http://www.lginnotek.co.kr,서울특별시
1692,066570,KOSPI,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,"권봉석, 배두용",http://www.lge.co.kr,서울특별시
1693,066575,KOSPI,LG전자우,,,,,,,
1694,108670,KOSPI,LG하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등",2009-04-20,12월,"강계웅, 강인식",http://www.lghausys.com,서울특별시
1695,108675,KOSPI,LG하우시스우,,,,,,,
1696,037560,KOSPI,LG헬로비전,텔레비전 방송업,"케이블TV, 인터넷서비스 등",2012-11-09,12월,송구영,http://www.lghellovision.net,서울특별시
1697,051910,KOSPI,LG화학,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
1698,051915,KOSPI,LG화학우,,,,,,,
1699,079550,KOSPI,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,김지찬,http://www.lignex1.com,경기도
1700,006260,KOSPI,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",1977-06-30,12월,이광우,http://www.lsholdings.co.kr,서울특별시
1701,010120,KOSPI,LS ELECTRIC,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 박용상, 남기원",http://www.ls-electric.com,경기도
1702,000680,KOSPI,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",1973-11-15,12월,"구자용,문성준(각자 대표이사)",http://www.lsnetworks.co.kr,경상남도
1703,229640,KOSPI,LS전선아시아,기타 금융업,,2016-09-22,12월,백인재,http://www.lscnsasia.co.kr,서울특별시
1704,023150,KOSPI,MH에탄올,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24,12월,윤현의,http://www.mhethanol.com,경상남도
1705,065150,KOSDAQ,MP그룹,음·식료품 및 담배 도매업,외식 프랜차이즈사업 및 식자재 유통,2007-07-18,12월,"양희권,이종영(각자대표이사)",http://www.mrpizza.co.kr,서울특별시
1706,035420,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,한성숙,http://www.navercorp.com,경기도
1707,160550,KOSDAQ,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 투자 및 배급,2014-12-23,12월,김우택,http://www.its-new.co.kr,서울특별시
1708,053290,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,2002-12-10,12월,주민홍,http://www.neungyule.com,서울특별시
1709,55FE35,KOSPI,NHFE35삼성전자콜,,,,,,,
1710,55FE39,KOSPI,NHFE39삼성전자콜,,,,,,,
1711,55FE40,KOSPI,NHFE40삼성전자콜,,,,,,,
1712,55FE43,KOSPI,NHFE43삼성전자콜,,,,,,,
1713,55FE46,KOSPI,NHFE46SK하이닉콜,,,,,,,
1714,55FE47,KOSPI,NHFE47SK하이닉콜,,,,,,,
1715,55FE50,KOSPI,NHFE50SK하이닉콜,,,,,,,
1716,55FE51,KOSPI,NHFE51SK하이닉콜,,,,,,,
1717,55FE55,KOSPI,NHFE55SK하이닉콜,,,,,,,
1718,55FE70,KOSPI,NHFE70네이버콜,,,,,,,
1719,55FE71,KOSPI,NHFE71네이버콜,,,,,,,
1720,55FE74,KOSPI,NHFE74네이버콜,,,,,,,
1721,55FE75,KOSPI,NHFE75네이버콜,,,,,,,
1722,55FE78,KOSPI,NHFE78네이버콜,,,,,,,
1723,55FE79,KOSPI,NHFE79네이버콜,,,,,,,
1724,55FE92,KOSPI,NHFE92KOSPI200콜,,,,,,,
1725,55FE93,KOSPI,NHFE93KOSPI200콜,,,,,,,
1726,55FF05,KOSPI,NHFF05SK하이닉콜,,,,,,,
1727,55FF06,KOSPI,NHFF06SK하이닉콜,,,,,,,
1728,55FF07,KOSPI,NHFF07SK하이닉콜,,,,,,,
1729,55FF09,KOSPI,NHFF09SK하이닉콜,,,,,,,
1730,55FF11,KOSPI,NHFF11SK하이닉콜,,,,,,,
1731,55FF17,KOSPI,NHFF17기아콜,,,,,,,
1732,55FF18,KOSPI,NHFF18기아콜,,,,,,,
1733,55FF19,KOSPI,NHFF19기아콜,,,,,,,
1734,55FF21,KOSPI,NHFF21기아콜,,,,,,,
1735,55FF23,KOSPI,NHFF23기아콜,,,,,,,
1736,55FF29,KOSPI,NHFF29SK텔레콤콜,,,,,,,
1737,55FF31,KOSPI,NHFF31SK텔레콤콜,,,,,,,
1738,55FF33,KOSPI,NHFF33신한지주콜,,,,,,,
1739,55FF35,KOSPI,NHFF35신한지주콜,,,,,,,
1740,55FF41,KOSPI,NHFF41네이버콜,,,,,,,
1741,55FF43,KOSPI,NHFF43네이버콜,,,,,,,
1742,55FF57,KOSPI,NHFF57KB금융콜,,,,,,,
1743,55FF58,KOSPI,NHFF58KB금융콜,,,,,,,
1744,55G302,KOSPI,NHG302삼성전자콜,,,,,,,
1745,55G304,KOSPI,NHG304삼성전자콜,,,,,,,
1746,55G305,KOSPI,NHG305삼성전자콜,,,,,,,
1747,55G306,KOSPI,NHG306삼성전자콜,,,,,,,
1748,55G307,KOSPI,NHG307삼성전자풋,,,,,,,
1749,55G308,KOSPI,NHG308삼성전자풋,,,,,,,
1750,55G309,KOSPI,NHG309삼성전자풋,,,,,,,
1751,55G310,KOSPI,NHG310삼성전자풋,,,,,,,
1752,55G311,KOSPI,NHG311SK하이닉콜,,,,,,,
1753,55G313,KOSPI,NHG313SK하이닉콜,,,,,,,
1754,55G314,KOSPI,NHG314SK하이닉콜,,,,,,,
1755,55G315,KOSPI,NHG315SK하이닉풋,,,,,,,
1756,55G316,KOSPI,NHG316SK하이닉풋,,,,,,,
1757,55G317,KOSPI,NHG317SK하이닉풋,,,,,,,
1758,55G318,KOSPI,NHG318SK하이닉풋,,,,,,,
1759,55G320,KOSPI,NHG320SK하이닉풋,,,,,,,
1760,55G321,KOSPI,NHG321카카오콜,,,,,,,
1761,55G322,KOSPI,NHG322카카오콜,,,,,,,
1762,55G323,KOSPI,NHG323카카오콜,,,,,,,
1763,55G324,KOSPI,NHG324카카오콜,,,,,,,
1764,55G325,KOSPI,NHG325카카오풋,,,,,,,
1765,55G328,KOSPI,NHG328카카오풋,,,,,,,
1766,55G329,KOSPI,NHG329카카오풋,,,,,,,
1767,55G330,KOSPI,NHG330네이버콜,,,,,,,
1768,55G331,KOSPI,NHG331네이버콜,,,,,,,
1769,55G332,KOSPI,NHG332네이버콜,,,,,,,
1770,55G333,KOSPI,NHG333네이버콜,,,,,,,
1771,55G334,KOSPI,NHG334네이버콜,,,,,,,
1772,55G336,KOSPI,NHG336네이버풋,,,,,,,
1773,55G337,KOSPI,NHG337네이버풋,,,,,,,
1774,55G340,KOSPI,NHG340현대차콜,,,,,,,
1775,55G341,KOSPI,NHG341현대차콜,,,,,,,
1776,55G342,KOSPI,NHG342현대차콜,,,,,,,
1777,55G344,KOSPI,NHG344현대차콜,,,,,,,
1778,55G345,KOSPI,NHG345현대차콜,,,,,,,
1779,55G346,KOSPI,NHG346현대차풋,,,,,,,
1780,55G347,KOSPI,NHG347현대차풋,,,,,,,
1781,55G349,KOSPI,NHG349현대차풋,,,,,,,
1782,55G350,KOSPI,NHG350현대차풋,,,,,,,
1783,55G351,KOSPI,NHG351현대차풋,,,,,,,
1784,55G352,KOSPI,NHG352기아콜,,,,,,,
1785,55G353,KOSPI,NHG353기아콜,,,,,,,
1786,55G354,KOSPI,NHG354기아콜,,,,,,,
1787,55G356,KOSPI,NHG356기아풋,,,,,,,
1788,55G359,KOSPI,NHG359기아풋,,,,,,,
1789,55G360,KOSPI,NHG360기아풋,,,,,,,
1790,55G361,KOSPI,NHG361SK텔레콤콜,,,,,,,
1791,55G362,KOSPI,NHG362SK텔레콤콜,,,,,,,
1792,55G363,KOSPI,NHG363SK텔레콤콜,,,,,,,
1793,55G366,KOSPI,NHG366SK텔레콤콜,,,,,,,
1794,55G368,KOSPI,NHG368SK텔레콤풋,,,,,,,
1795,55G369,KOSPI,NHG369SK텔레콤풋,,,,,,,
1796,55G370,KOSPI,NHG370SK텔레콤풋,,,,,,,
1797,55G371,KOSPI,NHG371SK텔레콤풋,,,,,,,
1798,55G372,KOSPI,NHG372SK텔레콤풋,,,,,,,
1799,55G374,KOSPI,NHG374삼성바이콜,,,,,,,
1800,55G378,KOSPI,NHG378삼성바이콜,,,,,,,
1801,55G379,KOSPI,NHG379삼성바이풋,,,,,,,
1802,55G380,KOSPI,NHG380삼성바이풋,,,,,,,
1803,55G381,KOSPI,NHG381삼성바이풋,,,,,,,
1804,55G382,KOSPI,NHG382삼성바이풋,,,,,,,
1805,55G383,KOSPI,NHG383삼성바이풋,,,,,,,
1806,55G384,KOSPI,NHG384삼성바이풋,,,,,,,
1807,55G385,KOSPI,NHG385LG화학콜,,,,,,,
1808,55G389,KOSPI,NHG389LG화학콜,,,,,,,
1809,55G390,KOSPI,NHG390LG화학콜,,,,,,,
1810,55G391,KOSPI,NHG391LG화학풋,,,,,,,
1811,55G392,KOSPI,NHG392LG화학풋,,,,,,,
1812,55G393,KOSPI,NHG393LG화학풋,,,,,,,
1813,55G394,KOSPI,NHG394LG화학풋,,,,,,,
1814,55G395,KOSPI,NHG395LG화학풋,,,,,,,
1815,55G396,KOSPI,NHG396LG화학풋,,,,,,,
1816,55G397,KOSPI,NHG397삼성SDI콜,,,,,,,
1817,55G401,KOSPI,NHG401삼성SDI콜,,,,,,,
1818,55G402,KOSPI,NHG402삼성SDI콜,,,,,,,
1819,55G403,KOSPI,NHG403삼성SDI풋,,,,,,,
1820,55G404,KOSPI,NHG404삼성SDI풋,,,,,,,
1821,55G405,KOSPI,NHG405삼성SDI풋,,,,,,,
1822,55G406,KOSPI,NHG406삼성SDI풋,,,,,,,
1823,55G407,KOSPI,NHG407삼성SDI풋,,,,,,,
1824,55G408,KOSPI,NHG408삼성SDI풋,,,,,,,
1825,55G412,KOSPI,NHG412삼성전자콜,,,,,,,
1826,55G414,KOSPI,NHG414삼성전자콜,,,,,,,
1827,55G415,KOSPI,NHG415삼성전자콜,,,,,,,
1828,55G416,KOSPI,NHG416삼성전자콜,,,,,,,
1829,55G417,KOSPI,NHG417삼성전자콜,,,,,,,
1830,55G418,KOSPI,NHG418삼성전자콜,,,,,,,
1831,55G419,KOSPI,NHG419삼성전자콜,,,,,,,
1832,55G420,KOSPI,NHG420삼성전자콜,,,,,,,
1833,55G421,KOSPI,NHG421삼성전자풋,,,,,,,
1834,55G422,KOSPI,NHG422삼성전자풋,,,,,,,
1835,55G423,KOSPI,NHG423삼성전자풋,,,,,,,
1836,55G424,KOSPI,NHG424삼성전자풋,,,,,,,
1837,55G425,KOSPI,NHG425삼성전자풋,,,,,,,
1838,55G426,KOSPI,NHG426삼성전자풋,,,,,,,
1839,55G427,KOSPI,NHG427삼성전자풋,,,,,,,
1840,55G428,KOSPI,NHG428삼성전자풋,,,,,,,
1841,55G429,KOSPI,NHG429삼성전자풋,,,,,,,
1842,55G430,KOSPI,NHG430SK하이닉콜,,,,,,,
1843,55G431,KOSPI,NHG431SK하이닉콜,,,,,,,
1844,55G432,KOSPI,NHG432SK하이닉콜,,,,,,,
1845,55G433,KOSPI,NHG433SK하이닉콜,,,,,,,
1846,55G434,KOSPI,NHG434SK하이닉콜,,,,,,,
1847,55G435,KOSPI,NHG435SK하이닉콜,,,,,,,
1848,55G436,KOSPI,NHG436SK하이닉콜,,,,,,,
1849,55G437,KOSPI,NHG437SK하이닉콜,,,,,,,
1850,55G438,KOSPI,NHG438SK하이닉풋,,,,,,,
1851,55G439,KOSPI,NHG439SK하이닉풋,,,,,,,
1852,55G440,KOSPI,NHG440SK하이닉풋,,,,,,,
1853,55G441,KOSPI,NHG441SK하이닉풋,,,,,,,
1854,55G442,KOSPI,NHG442SK하이닉풋,,,,,,,
1855,55G443,KOSPI,NHG443SK하이닉풋,,,,,,,
1856,55G444,KOSPI,NHG444SK하이닉풋,,,,,,,
1857,55G445,KOSPI,NHG445SK하이닉풋,,,,,,,
1858,55G447,KOSPI,NHG447SK하이닉풋,,,,,,,
1859,55G457,KOSPI,NHG457삼성SDI풋,,,,,,,
1860,55G458,KOSPI,NHG458삼성SDI풋,,,,,,,
1861,55G459,KOSPI,NHG459삼성SDI풋,,,,,,,
1862,55G460,KOSPI,NHG460삼성SDI풋,,,,,,,
1863,55G461,KOSPI,NHG461삼성SDI풋,,,,,,,
1864,55G462,KOSPI,NHG462삼성SDI풋,,,,,,,
1865,55G463,KOSPI,NHG463삼성SDI풋,,,,,,,
1866,55G464,KOSPI,NHG464삼성SDI풋,,,,,,,
1867,55G465,KOSPI,NHG465삼성SDI풋,,,,,,,
1868,55G466,KOSPI,NHG466SK텔레콤콜,,,,,,,
1869,55G467,KOSPI,NHG467SK텔레콤콜,,,,,,,
1870,55G468,KOSPI,NHG468SK텔레콤콜,,,,,,,
1871,55G469,KOSPI,NHG469SK텔레콤콜,,,,,,,
1872,55G470,KOSPI,NHG470SK텔레콤콜,,,,,,,
1873,55G471,KOSPI,NHG471SK텔레콤콜,,,,,,,
1874,55G472,KOSPI,NHG472SK텔레콤콜,,,,,,,
1875,55G473,KOSPI,NHG473SK텔레콤콜,,,,,,,
1876,55G474,KOSPI,NHG474SK텔레콤콜,,,,,,,
1877,55G475,KOSPI,NHG475SK텔레콤콜,,,,,,,
1878,55G476,KOSPI,NHG476SK텔레콤콜,,,,,,,
1879,55G477,KOSPI,NHG477SK텔레콤콜,,,,,,,
1880,55G485,KOSPI,NHG485LG화학콜,,,,,,,
1881,55G486,KOSPI,NHG486LG화학콜,,,,,,,
1882,55G487,KOSPI,NHG487LG화학콜,,,,,,,
1883,55G488,KOSPI,NHG488LG화학콜,,,,,,,
1884,55G489,KOSPI,NHG489LG화학콜,,,,,,,
1885,55G494,KOSPI,NHG494현대차콜,,,,,,,
1886,55G498,KOSPI,NHG498현대차콜,,,,,,,
1887,55G499,KOSPI,NHG499기아콜,,,,,,,
1888,55G508,KOSPI,NHG508기아콜,,,,,,,
1889,55G511,KOSPI,NHG511기아콜,,,,,,,
1890,181710,KOSPI,NHN,소프트웨어 개발 및 공급업,한게임,2013-08-29,12월,정우진,http://www.nhn.com,경기도
1891,104200,KOSDAQ,NHN벅스,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스",2009-10-06,12월,왕문주,http://www.bugs.co.kr,경기도
1892,060250,KOSDAQ,NHN한국사이버결제,기타 정보 서비스업,전자결제서비스업,2002-01-08,12월,박준석,http://www.kcp.co.kr,서울특별시
1893,005940,KOSPI,NH투자증권,금융 지원 서비스업,"증권업,종합금융",1975-09-30,12월,정영채,http://www.nhqv.com,서울특별시
1894,005945,KOSPI,NH투자증권우,,,,,,,
1895,338100,KOSPI,NH프라임리츠,부동산 임대 및 공급업,부동산 투자,2019-12-05,11월,권오성,http://www.nhreits.com,서울특별시
1896,034310,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,이현석,http://www.nice.co.kr,서울특별시
1897,030190,KOSDAQ,NICE평가정보,기타 정보 서비스업,"개인 및 기업정보,솔루션",2000-05-16,12월,신희부,http://www.niceinfo.co.kr,서울특별시
1898,008260,KOSPI,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",1975-06-28,12월,배종민,http://www.hcr4u.com,서울특별시
1899,004250,KOSPI,NPC,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1969-09-08,12월,최병민,http://www.npc.co.kr,경기도
1900,004255,KOSPI,NPC우,,,,,,,
1901,010060,KOSPI,OCI,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,12월,"백우석, 이우현, 김택중(3인, 각자 대표이사)",http://www.oci.co.kr,서울특별시
1902,078590,KOSDAQ,OQP,자동차 신품 부품 제조업,자동차내장카페트,2005-10-27,12월,이창현 단독대표이사,http://www.oqp.co.kr,경상남도
1903,178920,KOSDAQ,PI첨단소재,플라스틱제품 제조업,PI필름,2014-12-08,12월,김태림,http://www.pimaterials.com,충청북도
1904,024940,KOSDAQ,PN풍년,기타 금속 가공제품 제조업,압력솥,1995-01-04,12월,유재원,http://www.saekwang.co.kr,경기도
1905,005490,KOSPI,POSCO,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 최정우, 대표이사 사장 김학동, 대표이사 부사장 전중선",http://www.posco.co.kr,경상북도
1906,550060,KOSPI,QV S&P500 VIX S/T 선물 ETN C,,,,,,,
1907,550059,KOSPI,QV iSelect 글로벌 EMP ETN(H),,,,,,,
1908,550044,KOSPI,QV 레버리지 S&P500 ETN,,,,,,,
1909,550042,KOSPI,QV 레버리지 WTI원유 선물 ETN(H),,,,,,,
1910,550041,KOSPI,QV 미국 IT TOP5 ETN(H),,,,,,,
1911,550045,KOSPI,QV 인버스 레버리지 S&P500 ETN,,,,,,,
1912,550043,KOSPI,QV 인버스 레버리지 WTI원유 선물 ETN(H),,,,,,,
1913,550057,KOSPI,QV 코스피 변동성 매칭형 양매도 ETN,,,,,,,
1914,218410,KOSDAQ,RFHIC,통신 및 방송 장비 제조업,GaN 트랜지스터,2015-06-30,12월,조덕수,http://rfhic.com,경기도
1915,327260,KOSDAQ,RF머트리얼즈,전자부품 제조업,"광통신, RF통신용 패키지",2019-12-24,12월,한기우,http://www.metal-life.co.kr,경기도
1916,091340,KOSDAQ,S&K폴리텍,전자부품 제조업,고밀도폴리우레탄폼시트,2007-07-30,12월,강원형,http://www.snkpolytec.com,경기도
1917,010950,KOSPI,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Hussain A.Al-Qahtani,http://www.s-oil.com,서울특별시
1918,010955,KOSPI,S-Oil우,,,,,,,
1919,019550,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업,벤처캐피탈,1989-09-06,12월,공동대표이사 이준효 공동대표이사 소우에이이치로,http://www.sbik.co.kr,서울특별시
1920,950110,KOSDAQ,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업,전자결제대행 및 핀테크 비스,2012-12-17,03월,카네코 유이치,http://https://www.sbi-finsol.co.jp/kr/,일본
1921,034120,KOSPI,SBS,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,박정훈(단독대표),http://www.sbs.co.kr,서울특별시
1922,101060,KOSPI,SBS미디어홀딩스,텔레비전 방송업,지주회사,2008-03-24,12월,신경렬,http://www.sbsmedia.co.kr,서울특별시
1923,046140,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트",2003-02-05,12월,김휘진,http://www.sbscontentshub.co.kr,서울특별시
1924,036120,KOSDAQ,SCI평가정보,기타 정보 서비스업,"신용조회,채권추심,신용조사",1999-12-07,12월,정기훈,http://www.sci.co.kr,서울특별시
1925,099220,KOSDAQ,SDN,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계",2009-05-19,12월,최기혁,http://www.sdn-i.com,경기도
1926,036540,KOSDAQ,SFA반도체,반도체 제조업,"반도체패키지(SOP,DIP,QFP)",2001-05-02,12월,김영민,http://www.sts-semi.co.kr,충청남도
1927,255220,KOSDAQ,SG,기타 비금속 광물제품 제조업,"아스콘, 레미콘",2018-01-26,12월,박창호,http://sgholdings.co.kr,인천광역시
1928,040610,KOSDAQ,SG&G,자동차 신품 부품 제조업,생활정보신문,2000-04-27,12월,이 의 범,http://www.sgng.com,경기도
1929,049470,KOSDAQ,SGA,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매",2001-10-11,12월,김신환,http://www.sgacorp.kr,서울특별시
1930,184230,KOSDAQ,SGA솔루션즈,소프트웨어 개발 및 공급업,보안솔루션,2013-12-20,12월,최영철,http://sgasol.kr,서울특별시
1931,005090,KOSPI,SGC에너지,전기업,"증기, 전기, REC(신재생에너지공급인증서)",1993-01-06,12월,"이복영, 박준영, 안찬규",http://www.sgcenergy.co.kr,서울특별시
1932,016250,KOSDAQ,SGC이테크건설,건물 건설업,"건축공사, 플랜트설비, 토목공사",1999-12-28,12월,"이복영, 안찬규",http://www.etecenc.com,서울특별시
1933,001380,KOSPI,SG글로벌,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",1976-06-29,12월,이의범,http://www.sgglobal.co.kr,충청남도
1934,004060,KOSPI,SG세계물산,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19,12월,이의범,http://www.sgsegye.com,서울특별시
1935,002360,KOSPI,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23,12월,"정케빈규봉, 서미혜",http://www.sh-enerchem.com,전라북도
1936,009160,KOSPI,SIMPAC,특수 목적용 기계 제조업,"프레스,자동화장치,자동차부품 제조,도매",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
1937,123700,KOSPI,SJM,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,김휘중 (단독 대표이사),,경기도
1938,025530,KOSPI,SJM홀딩스,자동차 부품 및 내장품 판매업,지주회사및경영자문,1997-02-12,12월,"김용호, 김휘중(각자대표이사)",http://www.sjmholdings.co.kr,경기도
1939,034730,KOSPI,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장동현, 박성하",http://www.sk-inc.com/,서울특별시
1940,307070,KOSDAQ,SK4호스팩,금융 지원 서비스업,기업인수합병,2018-12-07,12월,박신규,,서울특별시
1941,337450,KOSDAQ,SK5호스팩,금융 지원 서비스업,기업인수합병,2019-12-04,12월,우종민,,서울특별시
1942,340350,KOSDAQ,SK6호스팩,금융 지원 서비스업,,2020-03-11,12월,송문규,,서울특별시
1943,011790,KOSPI,SKC,기타 화학제품 제조업,"폴리에스테르필름,합성수지,LCD용 필름 제조",1997-07-18,12월,이완재,http://www.skc.kr,경기도
1944,018670,KOSPI,SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27,12월,윤병석,http://www.skgas.co.kr/,경기도
1945,001740,KOSPI,SK네트웍스,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",1977-06-30,12월,"최신원, 박상규 (각자 대표이사)",http://www.sknetworks.co.kr,경기도
1946,001745,KOSPI,SK네트웍스우,,,,,,,
1947,006120,KOSPI,SK디스커버리,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",1976-06-29,12월,"최창원, 김철, 박찬중",http://www.skdiscovery.com,경기도
1948,006125,KOSPI,SK디스커버리우,,,,,,,
1949,210980,KOSPI,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",2015-06-23,12월,함스테판윤성,http://www.skdnd.com,경기도
1950,068400,KOSPI,SK렌터카,운송장비 임대업,승용자동차 임대,2012-07-27,12월,황일문,http://www.skcarrental.com,서울특별시
1951,036490,KOSDAQ,SK머티리얼즈,기초 화학물질 제조업,"반도체 및 디스플레이용 특수가스(NF3, SiH4, WF6 등)",1999-12-14,12월,이용욱,http://www.sk-materials.com,경상북도
1952,302440,KOSPI,SK바이오사이언스,기초 의약물질 및 생물학적 제제 제조업,백신 제품 및 제제,2021-03-18,12월,안재용,http://www.skbioscience.co.kr,경기도
1953,326030,KOSPI,SK바이오팜,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,2020-07-02,12월,조정우,,경기도
1954,03473K,KOSPI,SK우,,,,,,,
1955,096770,KOSPI,SK이노베이션,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,김준,http://www.SKinnovation.com,서울특별시
1956,096775,KOSPI,SK이노베이션우,,,,,,,
1957,001510,KOSPI,SK증권,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,김 신,http://www.sks.co.kr,서울특별시
1958,001515,KOSPI,SK증권우,,,,,,,
1959,285130,KOSPI,SK케미칼,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,"김철, 전광현",http://www.skchemicals.com,경기도
1960,28513K,KOSPI,SK케미칼우,,,,,,,
1961,017670,KOSPI,SK텔레콤,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,박정호,http://www.sktelecom.com,서울특별시
1962,000660,KOSPI,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,"박정호, 이석희 (각자대표)",http://www.skhynix.com,경기도
1963,048550,KOSDAQ,SM C&C,광고업,"영상콘텐츠 제작 및 매니지먼트, 여행",2001-01-18,12월,"김동준, 남궁철",http://www.smcultureandcontents.com,서울특별시
1964,063440,KOSDAQ,SM Life Design,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",2002-05-30,12월,신숭복,http://smlifedesign.com,경기도
1965,295040,KOSPI,SMART 200TR,,,,,,,
1966,363510,KOSPI,SMART KIS단기통안채,,,,,,,
1967,292500,KOSPI,SMART KRX300,,,,,,,
1968,208470,KOSPI,SMART 선진국MSCI World(합성 H),,,,,,,
1969,220130,KOSPI,SMART 중국본토 중소형 CSI500(합성 H),,,,,,,
1970,950180,KOSDAQ,SNK,소프트웨어 개발 및 공급업,"IP 라이센스, 콘솔, 모바일 게임",2019-05-07,07월,갈지휘,http://www.snk-corp.co.jp,일본
